Original_names,Freq,Updated_names,Genus_level,Genus,Coral_type
siderastrea_savignyana,1,siderastrea_savignyana,y,siderastrea,hard_coral
sinularia_compressa,1,sclerophytum_polydactylum,y,sclerophytum,soft_coral
sinularia_daii,1,sclerophytum_daii,y,sclerophytum,soft_coral
sinularia_depressan,1,sclerophytum_depressum,y,sclerophytum,soft_coral
sinularia_discrepans,1,sclerophytum_discrepans,y,sclerophytum,soft_coral
sinularia_inflate,1,sclerophytum_inflatum,y,sclerophytum,soft_coral
sinularia_leptoclado,1,sclerophytum_leptoclados,y,sclerophytum,soft_coral
sinularia_mollis,1,sclerophytum_molle,y,sclerophytum,soft_coral
sinularia_parva,1,sclerophytum_parvum,y,sclerophytum,soft_coral
sinularia_penghuensis,1,sclerophytum_penghuense,y,sclerophytum,soft_coral
sinularia_polydactyla,1,sclerophytum_polydactylum,y,sclerophytum,soft_coral
sinularia_slieringsi,1,sclerophytum_slieringsi,y,sclerophytum,soft_coral
sinularia_soongi,1,sclerophytum_soongi,y,sclerophytum,soft_coral
sinularia_triangular,1,sclerophytum_triangulum,y,sclerophytum,soft_coral
sinularia_wanannensis,1,sclerophytum_wanannense,y,sclerophytum,soft_coral
solenocaulon_chinense,1,solenocaulon_chinense,y,solenocaulon,soft_coral
stereonephthya_crystalliana,1,not_valid,n,NA,NA
stereonephthya_sp,1,stereonephthya_sp,y,stereonephthya,soft_coral
stylocoeniella_armata,1,stylocoeniella_armata,y,stylocoeniella,hard_coral
stylocoeniella_sp,1,stylocoeniella_sp,y,stylocoeniella,hard_coral
stylophora_mordax,1,stylophora_pistillata,y,stylophora,hard_coral
subergorgia_rubra,1,subergorgia_rubra,y,subergorgia,soft_coral
symphyllia_agaricia,1,lobophyllia_agaricia,y,lobophyllia,hard_coral
symphyllia_sp,1,lobophyllia_spp,y,lobophyllia,hard_coral
sympodium_caespitosum,1,sympodium_caeruleum,y,sympodium,soft_coral
sympodium_sp,1,sympodium_sp,y,sympodium,soft_coral
tubastrea_aurea,1,tubastraea_aurea,y,tubastraea,hard_coral
tubastrea_sp,1,tubastraea_sp,y,tubastraea,hard_coral
tubipora_musica,1,tubipora_musica,y,tubipora,soft_coral
turbinaria_mesenterina,1,turbinaria_mesenterina,y,turbinaria,hard_coral
turbinaria_mesenteria,1,turbinaria_mesenterina,y,turbinaria,hard_coral
turbinaria_reniformis,1,turbinaria_reniformis,y,turbinaria,hard_coral
umbellulifera_petasites,1,umbellulifera_petasites,y,umbellulifera,soft_coral
unomia_complanata,1,unomia_complanatis,y,unomia,soft_coral
virgularia_juncea,1,virgularia_juncea,y,virgularia,soft_coral
xenia_blumi,1,xenia_blumi,y,xenia,soft_coral
xenia_elongata,1,xenia_elongata,y,xenia,soft_coral
xenia_lillieae,1,xenia_lillieae,y,xenia,soft_coral
xenia_pinnata,1,not_valid,n,NA,NA
xenia_puerto_galerae,1,xenia_puertogalerae,y,xenia,soft_coral
xenia_puertogalerae,1,xenia_puertogalerae,y,xenia,soft_coral
verrucella_umbraculum,1,not_valid,n,NA,NA
renilla_reniformis,1,renilla_reniformis,,renilla,soft_coral
