original_names,updated_names,coral_type
acropora_latifrons,acropora_sp,hard_coral
acropora_latistella,acropora_latistella,hard_coral
acropora_longicyathus,acropora_longicyathus,hard_coral
acropora_lutkeni,acropora_lutkeni,hard_coral
acropora_microphthalma,acropora_microphthalma,hard_coral
acropora_microphthalma,acropora_microphthalma,hard_coral
acropora_millepora,acropora_millepora,hard_coral
acropora_millepora,acropora_millepora,hard_coral
acropora_millepora,acropora_millepora,hard_coral
acropora_monticulosa,acropora_monticulosa,hard_coral
acropora_monticulosa,acropora_monticulosa,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_muricata,acropora_muricata,hard_coral
acropora_nana,acropora_nana,hard_coral
acropora_nana,acropora_nana,hard_coral
acropora_nana,acropora_nana,hard_coral
acropora_nana,acropora_nana,hard_coral
acropora_nana,acropora_nana,hard_coral
acropora_nasuta,acropora_nasuta,hard_coral
acropora_nasuta,acropora_nasuta,hard_coral
acropora_nasuta,acropora_nasuta,hard_coral
acropora_nobilis,acropora_robusta,hard_coral
acropora_palifera,isopora_palifera,hard_coral
acropora_palifera,isopora_palifera,hard_coral
acropora_palifera,isopora_palifera,hard_coral
acropora_palifera,isopora_palifera,hard_coral
acropora_palmata,acropora_palmata,hard_coral
acropora_palmata,acropora_palmata,hard_coral
acropora_papillare,acropora_papillare,hard_coral
acropora_prolifera,acropora_prolifera,hard_coral
acropora_pulchra,acropora_pulchra,hard_coral
acropora_pulchra,acropora_pulchra,hard_coral
acropora_pulchra,acropora_pulchra,hard_coral
acropora_robusta,acropora_robusta,hard_coral
acropora_robusta,acropora_robusta,hard_coral
acropora_secale,acropora_secale,hard_coral
acropora_secale,acropora_secale,hard_coral
acropora_selago,acropora_selago,hard_coral
acropora_selago,acropora_selago,hard_coral
acropora_selago,acropora_selago,hard_coral
acropora_solitaryensis,acropora_solitaryensis,hard_coral
acropora_solitaryensis,acropora_solitaryensis,hard_coral
acropora_solitaryensis,acropora_solitaryensis,hard_coral
acropora_solitaryensis,acropora_solitaryensis,hard_coral
acropora_solitaryensis,acropora_solitaryensis,hard_coral
acropora_sp,acropora_sp,hard_coral
acropora_sp,acropora_sp,hard_coral
acropora_sp,acropora_sp,hard_coral
acropora_sp,acropora_sp,hard_coral
acropora_sp,acropora_sp,hard_coral
acropora_sp,acropora_sp,hard_coral
acropora_sp,acropora_sp,hard_coral
acropora_sp,acropora_sp,hard_coral
acropora_spp,acropora_spp,hard_coral
acropora_spp,acropora_spp,hard_coral
acropora_spp,acropora_spp,hard_coral
acropora_spp,acropora_spp,hard_coral
acropora_spp,acropora_spp,hard_coral
acropora_spp,acropora_spp,hard_coral
acropora_spp,acropora_spp,hard_coral
acropora_spp,acropora_spp,hard_coral
acropora_spp,acropora_spp,hard_coral
acropora_spp,acropora_spp,hard_coral
acropora_spp,acropora_spp,hard_coral
acropora_spp,acropora_spp,hard_coral
acropora_spp,acropora_spp,hard_coral
acropora_spp,acropora_spp,hard_coral
acropora_subglabra,acropora_subglabra,hard_coral
acropora_subulata,acropora_subulata,hard_coral
acropora_subulate,acropora_subulata,hard_coral
acropora_te,acropora_tenuis,hard_coral
acropora_te,acropora_tenuis,hard_coral
acropora_tenius,acropora_tenuis,hard_coral
acropora_tenuis,acropora_tenuis,hard_coral
acropora_tenuis,acropora_tenuis,hard_coral
acropora_tenuis,acropora_tenuis,hard_coral
acropora_tenuis,acropora_tenuis,hard_coral
acropora_tenuis,acropora_tenuis,hard_coral
acropora_tenuis,acropora_tenuis,hard_coral
acropora_tenuis,acropora_tenuis,hard_coral
acropora_tenuis,acropora_tenuis,hard_coral
acropora_togianensis,isopora_togianensis,hard_coral
acropora_togianesis,isopora_togianensis,hard_coral
acropora_tumida,acropora_tumida,hard_coral
acropora_tumida,acropora_tumida,hard_coral
acropora_valida,acropora_valida,hard_coral
acropora_valida,acropora_valida,hard_coral
acropora_valida,acropora_valida,hard_coral
acropora_valida,acropora_valida,hard_coral
acropora_valida,acropora_valida,hard_coral
acropora_valida,acropora_valida,hard_coral
acropora_valida,acropora_valida,hard_coral
acropora_valida,acropora_valida,hard_coral
acropora_valida,acropora_valida,hard_coral
acropora_verweyi,acropora_verweyi,hard_coral
acropora_yongei,acropora_yongei,hard_coral
acroporidae,acroporidae,hard_coral
acroporidae,acroporidae,hard_coral
actinodiscus_nummiformis,NA,sea_anemone
agaricia_humilis,agaricia_humilis,hard_coral
aiptasia_pallida,NA,sea_anemone
aiptasia_pulchella,NA,sea_anemone
alcyoniidae,alcyoniidae,octocoral
alcyonium_sp,alcyonium_sp,octocoral
alcyonium_sp,alcyonium_sp,octocoral
alcyonium_sp.,alcyonium_sp,octocoral
aldersladum_jengi,aldersladum_jengi,octocoral
aldersladum_jengi,aldersladum_jengi,octocoral
alveopora_japonica,alveopora_japonica,hard_coral
alveopora_japonica,alveopora_japonica,hard_coral
alveopora_sp.,alveopora_sp,hard_coral
alveopora_unidentified,alveopora_sp,hard_coral
amplexidiscus_fenestrafer,NA,sea_anemone
anacropora_forbesi,anacropora_forbesi,hard_coral
anacropora_matthai,anacropora_matthai,hard_coral
anacropora_matthai,anacropora_matthai,hard_coral
anacropora_sp,anacropora_sp,hard_coral
anemonia_unidentified,NA,sea_anemone
arulidae_sp,arulidae,octocoral
asterospicularia_laurae,asterospicularia_laurae,octocoral
asterospicularia_laurae,asterospicularia_laurae,octocoral
asterospricularia_laurae,asterospicularia_laurae,octocoral
asterospricularia_laurae,asterospicularia_laurae,octocoral
asterospricularia_laurae,asterospicularia_laurae,octocoral
asterospricularia_laurae,asterospicularia_laurae,octocoral
astrea,astraea_sp,hard_coral
astrea_curta,astrea_curta,hard_coral
astrea_curta,astrea_curta,hard_coral
astreopora,astreopora_sp,hard_coral
astreopora,astreopora_sp,hard_coral
astreopora _explanate,astreopora_expansa,hard_coral
astreopora_expansa,astreopora_expansa,hard_coral
astreopora_explanata,astreopora_explanata,hard_coral
astreopora_listera,astreopora_listeri,hard_coral
astreopora_myriophthalma,astreopora_myriophthalma,hard_coral
astreopora_myriophthalma,astreopora_myriophthalma,hard_coral
astreopora_myriophthalma,astreopora_myriophthalma,hard_coral
astreopora_myriophthalma,astreopora_myriophthalma,hard_coral
astreopora_myriophthalma,astreopora_myriophthalma,hard_coral
astreopora_myriophthalma,astreopora_myriophthalma,hard_coral
astreopora_myriophthalma,astreopora_myriophthalma,hard_coral
astreopora_myriophthalma,astreopora_myriophthalma,hard_coral
astreopora_myriophthalma,astreopora_myriophthalma,hard_coral
barabattoia_amicorum,dipsastraea_amicorum,hard_coral
bebryce_indica,bebryce_indica,octocoral
bebryce_sp,bebryce_sp,octocoral
blastomussa_wellsi,blastomussa_wellsi,hard_coral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_excavatum,briareum_stechei,octocoral
briareum_sp,briareum_sp,octocoral
briareum_sp,briareum_sp,octocoral
briareum_sp,briareum_sp,octocoral
briareum_sp,briareum_sp,octocoral
briareum_sp,briareum_sp,octocoral
briareum_sp,briareum_sp,octocoral
briareum_sp,briareum_sp,octocoral
briareum_sp,briareum_sp,octocoral
briareum_sp,briareum_sp,octocoral
briareum_sp,briareum_sp,octocoral
briareum_stechei,briareum_stechei,octocoral
briareum_stechei,briareum_stechei,octocoral
briareum_stechei,briareum_stechei,octocoral
briareum_stechei,briareum_stechei,octocoral
briareum_stechei,briareum_stechei,octocoral
briareum_stechei,briareum_stechei,octocoral
briareum_violacea,briareum_violaceum,octocoral
briareum_violacea,briareum_violaceum,octocoral
briareum_violacea,briareum_violaceum,octocoral
briareum_violacea,briareum_violaceum,octocoral
briareum_violacea,briareum_violaceum,octocoral
briareum_violacea,briareum_violaceum,octocoral
briareum_violacea,briareum_violaceum,octocoral
briareum_violaceum,briareum_violaceum,octocoral
briareum_violaceum,briareum_violaceum,octocoral
briareum_violaceum,briareum_violaceum,octocoral
briareum_violaceum,briareum_violaceum,octocoral
briareum_violaceum,briareum_violaceum,octocoral
briareum_violaceum,briareum_violaceum,octocoral
briareum_violaceum,briareum_violaceum,octocoral
capnella_imbricata,capnella_imbricata,octocoral
capnella_imbricata,capnella_imbricata,octocoral
capnella_imbricata,capnella_imbricata,octocoral
capnella_imbricata,capnella_imbricata,octocoral
capnella_imbricata,capnella_imbricata,octocoral
capnella_imbricata,capnella_imbricata,octocoral
capnella_imbricata,capnella_imbricata,octocoral
capnella_imbricate,capnella_imbricata,octocoral
capnella_sp,capnella_sp,octocoral
carijoa_sp,carijoa_sp,octocoral
caulastraea_furcata,caulastraea_furcata,hard_coral
caulastrea_furcata,caulastraea_furcata,hard_coral
caulastrea_furcata,caulastraea_furcata,hard_coral
cespitularia_hypotentaculata,cespitularia_hypotentaculata,octocoral
cespitularia_hypotentaculata,cespitularia_hypotentaculata,octocoral
cespitularia_hypotentaculata,cespitularia_hypotentaculata,octocoral
cespitularia_hypotentaculata,cespitularia_hypotentaculata,octocoral
cespitularia_hypotentaculata,cespitularia_hypotentaculata,octocoral
cespitularia_hypotentaculata,cespitularia_hypotentaculata,octocoral
cespitularia_hypotentaculata,cespitularia_hypotentaculata,octocoral
cespitularia_hypotentaculata,cespitularia_hypotentaculata,octocoral
cespitularia_hypotentaculata,cespitularia_hypotentaculata,octocoral
cespitularia_sp,cespitularia_sp,octocoral
cespitularia_sp,cespitularia_sp,octocoral
cespitularia_taeniata,conglomeratusclera_coerulea,octocoral
cespitularia_taeniata,conglomeratusclera_coerulea,octocoral
cespitularia_taeniata,conglomeratusclera_coerulea,octocoral
cespitularia_taeniata,conglomeratusclera_coerulea,octocoral
cespitularia_taeniata,conglomeratusclera_coerulea,octocoral
cespitularia_taeniata,conglomeratusclera_coerulea,octocoral
cirripathes_unidentified,cirrhipathes_sp,octocoral
cladiella,cladiella_sp,octocoral
cladiella_australis,cladiella_australis,octocoral
cladiella_australis,cladiella_australis,octocoral
cladiella_australis,cladiella_australis,octocoral
cladiella_australis,cladiella_australis,octocoral
cladiella_australis,cladiella_australis,octocoral
cladiella_australis,cladiella_australis,octocoral
cladiella_australis,cladiella_australis,octocoral
cladiella_australis,cladiella_australis,octocoral
cladiella_australis,cladiella_australis,octocoral
cladiella_australis,cladiella_australis,octocoral
cladiella_australis,cladiella_australis,octocoral
cladiella_australis,cladiella_australis,octocoral
cladiella_conifera,cladiella_conifera,octocoral
cladiella_conifera,cladiella_conifera,octocoral
cladiella_hartogi,cladiella_hartogi,octocoral
cladiella_hirsuta,cladiella_hirsuta,octocoral
cladiella_hirsuta,cladiella_hirsuta,octocoral
cladiella_hirsuta,cladiella_hirsuta,octocoral
cladiella_hirsuta,cladiella_hirsuta,octocoral
cladiella_hirsuta,cladiella_hirsuta,octocoral
cladiella_kashmani,cladiella_kashmani,octocoral
cladiella_kashmani,cladiella_kashmani,octocoral
cladiella_krempfi,cladiella_krempfi,octocoral
cladiella_krempfi,cladiella_krempfi,octocoral
cladiella_krempfi,cladiella_krempfi,octocoral
cladiella_krempfi,cladiella_krempfi,octocoral
cladiella_latissima,cladiella_latissima,octocoral
cladiella_pachyclados,cladiella_pachyclados,octocoral
cladiella_sp,cladiella_sp,octocoral
cladiella_sp,cladiella_sp,octocoral
cladiella_sp,cladiella_sp,octocoral
cladiella_tuberculosa,cladiella_tuberculosa,octocoral
cladocora_arbuscula,cladocora_arbuscula,octocoral
cladocora_arbuscula,cladocora_arbuscula,octocoral
clavularia_flava,clavularia_flava,octocoral
clavularia_inflata,clavularia_inflata,octocoral
clavularia_inflata,clavularia_inflata,octocoral
clavularia_inflata,clavularia_inflata,octocoral
clavularia_inflata,clavularia_inflata,octocoral
clavularia_inflata,clavularia_inflata,octocoral
clavularia_spp,clavularia_spp,octocoral
clavularia_spp,clavularia_spp,octocoral
clavularia_violacea,briareum_violaceum,octocoral
clavularia_viridis,clavularia_viridis,octocoral
clavularia_viridis,clavularia_viridis,octocoral
clavularia_viridis,clavularia_viridis,octocoral
clavularia_viridis,clavularia_viridis,octocoral
clavularia_viridis,clavularia_viridis,octocoral
clavularia_viridis,clavularia_viridis,octocoral
clavularia_viridis,clavularia_viridis,octocoral
clavularia_viridis,clavularia_viridis,octocoral
clavularia_viridis,clavularia_viridis,octocoral
coelastrea,coelastrea,hard_coral
coelastrea_aspera,coelastrea_aspera,hard_coral
coelastrea_aspera,coelastrea_aspera,hard_coral
coelastrea_palauensis,coelastrea_palauensis,hard_coral
coeloseries_mayeri,coeloseris_mayeri,hard_coral
coeloseris_mayeri,coeloseris_mayeri,hard_coral
coleastrea_aspera,coleastrea_aspera,hard_coral
colpophyllia_natans,colpophyllia_natans,hard_coral
colpophyllia_natans,colpophyllia_natans,hard_coral
community,NA,typo
condylactis_unidentified,NA,sea_anemone
coralliidae_spp,coralliidae,octocoral
coralliidae_spp,coralliidae,octocoral
coralliidae_spp,coralliidae,octocoral
corallium_elatius,pleurocorallium_elatius,octocoral
corallium_japonicum,corallium_japonicum,octocoral
corallium_medea,corallium_medea,octocoral
corallium_nix,corallium_nix,octocoral
corallium_sp,corallium_sp,octocoral
corallium_spp,corallium_spp,octocoral
corallium_tortuosum,corallium_tortuosum,octocoral
corynactis_californica,NA,sea_anemone
coscinaraea,coscinaraea,hard_coral
coscinaraea_columna,psammocora_columna,hard_coral
coscinaraea_columna,psammocora_columna,hard_coral
coscinaraea_monile,coscinaraea_monile,hard_coral
CSD-125,NA,typo
ctenella_chagius,ctenella_chagius,hard_coral
cycloseris_cyclolites,cycloseris_cyclolites,hard_coral
cycloseris_fragilis,cycloseris_fragilis,hard_coral
cynarina_lacrymalis,cynarina_lacrymalis,hard_coral
cyphastrea,cyphastrea_spp,hard_coral
cyphastrea,cyphastrea_spp,hard_coral
cyphastrea_chalcidicum,cyphastrea_chalcidicum,hard_coral
cyphastrea_chalcidicum,cyphastrea_chalcidicum,hard_coral
cyphastrea_chalcidicum,cyphastrea_chalcidicum,hard_coral
cyphastrea_chalcidicum,cyphastrea_chalcidicum,hard_coral
cyphastrea_chalcidicum,cyphastrea_chalcidicum,hard_coral
cyphastrea_chalcidicum,cyphastrea_chalcidicum,hard_coral
cyphastrea_chalcidium,cyphastrea_chalcidicum,hard_coral
cyphastrea_japonica,cyphastrea_japonica,hard_coral
cyphastrea_microphthalma,cyphastrea_microphthalma,hard_coral
cyphastrea_microphthalma,cyphastrea_microphthalma,hard_coral
cyphastrea_microphthalma,cyphastrea_microphthalma,hard_coral
cyphastrea_microphthalma,cyphastrea_microphthalma,hard_coral
cyphastrea_micropthalma,cyphastrea_microphthalma,hard_coral
cyphastrea_oxyspina,cyphastrea_sp,hard_coral
cyphastrea_serailia,cyphastrea_serailia,hard_coral
cyphastrea_serailia,cyphastrea_serailia,hard_coral
cyphastrea_serailia,cyphastrea_serailia,hard_coral
cyphastrea_serailia,cyphastrea_serailia,hard_coral
cyphastrea_sp,cyphastrea_sp,hard_coral
cyphastrea_sp,cyphastrea_sp,hard_coral
deltocyathus_magnificus,dennantotrochus_magnificus,hard_coral
deltocyathus_magnificus,dennantotrochus_magnificus,hard_coral
dendrogyra_cylindrus,dendrogyra_cylindrus,hard_coral
dendrogyra_cylindrus,dendrogyra_cylindrus,hard_coral
dendronephthya,dendronephthya_spp,octocoral
dendronephthya_aculeata,dendronephthya_aculeata,octocoral
dendronephthya_gigantea,dendronephthya_gigantea,octocoral
dendronephthya_griffini,dendronephthya_griffini,octocoral
dendronephthya_hemprichi,dendronephthya_hemprichi,octocoral
dendronephthya_kukenthali,dendronephthya_kukenthali,octocoral
dendronephthya_mirabilis,dendronephthya_mirabilis,octocoral
dendronephthya_sinaiensis,dendronephthya_sinaiensis,octocoral
dendronephthya_sp,dendronephthya_sp,octocoral
dendronephthya_sp,dendronephthya_sp,octocoral
dendrophyllia_sp,dendrophyllia_sp,hard_coral
dichocoenia_stokesi,dichocoenia_stokesii,hard_coral
dichocoenia_stokesi,dichocoenia_stokesii,hard_coral
digitogorgia_kiko,NA,unknown
diploastrea_heliopora,diploastrea_heliopora,hard_coral
diploastrea_heliopora,diploastrea_heliopora,hard_coral
diploastrea_heliopora,diploastrea_heliopora,hard_coral
diploria_clivosa,pseudodiploria_clivosa,hard_coral
diploria_clivosa,pseudodiploria_clivosa,hard_coral
diploria_labyrinthiformis,diploria_labyrinthiformis,hard_coral
diploria_labyrinthiformis,diploria_labyrinthiformis,hard_coral
diploria_strigosa,pseudodiploria_strigosa,hard_coral
diploria_strigosa,pseudodiploria_strigosa,hard_coral
dipsastraea,dipsastraea_spp,hard_coral
dipsastraea_favus,dipsastraea_favus,hard_coral
dipsastraea_lizardensis,dipsastraea_lizardensis,hard_coral
dipsastraea_lizardensis,dipsastraea_lizardensis,hard_coral
dipsastraea_maxima,astraeosmilia_maxima,hard_coral
dipsastraea_pallida,dipsastraea_pallida,hard_coral
dipsastraea_pallida,dipsastraea_pallida,hard_coral
dipsastraea_pallida,dipsastraea_pallida,hard_coral
dipsastraea_sp,dipsastraea_sp,hard_coral
dipsastraea_speciosa,dipsastraea_speciosa,hard_coral
dipsastraea_speciosa,dipsastraea_speciosa,hard_coral
dipsastraea_speciosa,dipsastraea_speciosa,hard_coral
dipsastraea_speciosa,dipsastraea_speciosa,hard_coral
dipsastraea_speciosa,dipsastraea_speciosa,hard_coral
dipsastraea_speciosa,dipsastraea_speciosa,hard_coral
dipsastraea_speciosa,dipsastraea_speciosa,hard_coral
dipsastraea_spp,dipsastraea_spp,hard_coral
dipsastraea_stelligera,goniastrea_stelligera,hard_coral
dipsastrea,dipsastraea_spp,hard_coral
dipsastrea_speciosa,dipsastraea_speciosa,hard_coral
discosoma_carlgreni,NA,sea_anemone
echinogorgia complexa,echinogorgia_complexa,octocoral
echinogorgia_fora,echinogorgia_sp,octocoral
echinogorgia_resepta,echinogorgia_sp,octocoral
echinogorgia_reticulata,echinogorgia_reticulata,octocoral
echinomuricea_sp,echinomuricea,octocoral
echinomuricea_sp,echinomuricea,octocoral
echinomuricea_sp,echinomuricea,octocoral
echinomuricea_sp,echinomuricea,octocoral
echinophyllia,echinophyllia_spp,hard_coral
Echinophyllia orpheensis,echinophyllia_orpheensis,hard_coral
echinophyllia_aspera,echinophyllia_aspera,hard_coral
echinophyllia_aspera,echinophyllia_aspera,hard_coral
echinophyllia_aspera,echinophyllia_aspera,hard_coral
echinophyllia_aspera,echinophyllia_aspera,hard_coral
echinophyllia_aspera,echinophyllia_aspera,hard_coral
echinophyllia_aspera,echinophyllia_aspera,hard_coral
echinophyllia_aspera,echinophyllia_aspera,hard_coral
echinophyllia_echinoporoides,echinophyllia_echinoporoides,hard_coral
echinophyllia_echinoporoides,echinophyllia_echinoporoides,hard_coral
echinophyllia_echinoporoides,echinophyllia_echinoporoides,hard_coral
echinophyllia_orientalis,echinophyllia_sp,hard_coral
echinophyllia_orpheensis,echinophyllia_orpheensis,hard_coral
echinophyllia_orpheensis,echinophyllia_orpheensis,hard_coral
echinophyllia_orpheensis,echinophyllia_orpheensis,hard_coral
echinophyllia_orpheensis,echinophyllia_orpheensis,hard_coral
echinophyllia_oryzala,echinophyllia_sp,hard_coral
echinophyllia_sp,echinophyllia_sp,hard_coral
echinophyllia_tarae,echinophyllia_tarae,hard_coral
echinopora,echinopora_spp,hard_coral
echinopora,echinopora_spp,hard_coral
echinopora,echinopora_spp,hard_coral
echinopora,echinopora_spp,hard_coral
echinopora_gemmacea,echinopora_gemmacea,hard_coral
echinopora_gemmacea,echinopora_gemmacea,hard_coral
echinopora_gemmacea,echinopora_gemmacea,hard_coral
echinopora_gemmacea,echinopora_gemmacea,hard_coral
echinopora_gemmacea,echinopora_gemmacea,hard_coral
echinopora_gemmacea,echinopora_gemmacea,hard_coral
echinopora_gemmacea,echinopora_gemmacea,hard_coral
echinopora_horrida,echinopora_horrida,hard_coral
echinopora_lamellosa,echinopora_lamellosa,hard_coral
echinopora_lamellosa,echinopora_lamellosa,hard_coral
echinopora_lamellosa,echinopora_lamellosa,hard_coral
echinopora_lamellosa,echinopora_lamellosa,hard_coral
echinopora_lamellosa,echinopora_lamellosa,hard_coral
echinopora_lamellosa,echinopora_lamellosa,hard_coral
echinopora_mollis,echinopora_sp,hard_coral
echinopora_pacificus,echinopora_pacifica,hard_coral
echinopora_pacificus,echinopora_pacifica,hard_coral
echinopora_sp,echinopora_sp,hard_coral
echinopora_spp,echinopora_spp,hard_coral
ellisella_maculata,ellisella_maculata,octocoral
ellisella_robusta,ellisella_sp,octocoral
ellisella_robusta,ellisella_sp,octocoral
ellisella_robusta,ellisella_sp,octocoral
ellisella_robusta,ellisella_sp,octocoral
ellisella_robusta,ellisella_sp,octocoral
ellisella_robusta,ellisella_sp,octocoral
ellisella_robusta,ellisella_sp,octocoral
ellisella_robusta,ellisella_sp,octocoral
elysia_crispata,NA,sea_slug
erythropodium_caribaeorum,erythropodium_caribaeorum,octocoral
euphyllia,fimbriaphyllia_spp,hard_coral
Euphyllia paraancora,fimbriaphyllia_paraancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_ancora,fimbriaphyllia_ancora,hard_coral
euphyllia_cristata,euphyllia_cristata,hard_coral
euphyllia_divisa,fimbriaphyllia_divisa,hard_coral
euphyllia_divisa,fimbriaphyllia_divisa,hard_coral
euphyllia_divisa,fimbriaphyllia_divisa,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_glabrescens,euphyllia_glabrescens,hard_coral
euphyllia_paraancora,fimbriaphyllia_paraancora,hard_coral
euphyllia_paraancora,fimbriaphyllia_paraancora,hard_coral
euphyllia_paraancora,fimbriaphyllia_paraancora,hard_coral
euphyllia_paraancora,fimbriaphyllia_paraancora,hard_coral
euphyllia_paraencora,fimbriaphyllia_paraancora,hard_coral
euphyllia_paraglabrescens,euphyllia_paraglabrescens,hard_coral
euphyllia_sp,euphyllia_sp,hard_coral
euphyllia_spp,euphyllia_spp,hard_coral
euplexaura_robusta,euplexaura_robusta,octocoral
eusmilia_fastigiata,eusmilia_fastigiata,hard_coral
eusmilia_fastigiata,eusmilia_fastigiata,hard_coral
favia,faviidae,hard_coral
favia,faviidae,hard_coral
favia,faviidae,hard_coral
favia_complanata,favites_complanata,hard_coral
favia_favus,dipsastraea_favus,hard_coral
favia_favus,dipsastraea_favus,hard_coral
favia_favus,dipsastraea_favus,hard_coral
favia_favus,dipsastraea_favus,hard_coral
favia_favus,dipsastraea_favus,hard_coral
favia_favus,dipsastraea_favus,hard_coral
favia_favus,dipsastraea_favus,hard_coral
favia_favus,dipsastraea_favus,hard_coral
favia_favus,dipsastraea_favus,hard_coral
favia_favus,dipsastraea_favus,hard_coral
favia_fragum,favia_fragum,hard_coral
favia_fragum,favia_fragum,hard_coral
favia_leptophylla,mussismilia_leptophylla,hard_coral
favia_leptophylla,mussismilia_leptophylla,hard_coral
favia_lizardensis,dipsastraea_lizardensis,hard_coral
favia_maritima,dipsastraea_maritima,hard_coral
favia_matthaii,dipsastraea_matthaii,hard_coral
favia_maxima,astraeosmilia_maxima,hard_coral
favia_maxima,astraeosmilia_maxima,hard_coral
favia_pallida,dipsastraea_pallida,hard_coral
